PROVINCE,ME,Year,CODE,A_ha,pro_t,Yield_t_ha,data_completeness_ratio,data_quality,total_days_available,expected_days,missing_days,gs_tmax_mean,gs_tmin_mean,gs_tmean_mean,gs_dtr_mean,gs_hum_mean,gs_vpd_mean,gs_prep_total,gs_days,gs_valid_ratio,ngs_tmax_mean,ngs_tmin_mean,ngs_tmean_mean,ngs_dtr_mean,ngs_hum_mean,ngs_vpd_mean,ngs_prep_total,ngs_days,ngs_valid_ratio,planting_day,harvest_day
61,泾阳县,1990,610423,26766.8005,106590,3.98217187,1,excellent,365,365,0,25.03785714,13.48,18.99928571,11.55785714,72.35714286,0.67757755,328.7,140,0.383561644,6.288732394,-2.102816901,1.515492958,8.391549296,78.16901408,0.155079089,24.4,71,0.194520548,72,211
61,泾阳县,1991,610423,24293.4548,97903,4.030015525,1,excellent,365,365,0,25.51785714,13.755,19.37,11.76285714,71.02142857,0.784198713,231,140,0.383561644,8.153521127,-1.94084507,2.456338028,10.0943662,70.67605634,0.217608824,35.4,71,0.194520548,72,211
61,泾阳县,1992,610423,21720,79006,3.63747698,1,excellent,366,366,0,25.175,13.53214286,19.09571429,11.64285714,70.35714286,0.76497593,225.6,140,0.382513661,8.04084507,-3.798591549,1.325352113,11.83943662,66.16901408,0.243674779,26.6,71,0.193989071,72,211
61,泾阳县,1993,610423,23140.1157,94150,4.068691843,1,excellent,365,365,0,24.30785714,13.19357143,18.39857143,11.11428571,74,0.650898318,229,140,0.383561644,7.235211268,-2.538028169,1.76056338,9.773239437,70.01408451,0.230396386,21.3,71,0.194520548,72,211
61,泾阳县,1994,610423,24095,77005,3.195891264,1,excellent,365,365,0,26.77928571,13.98714286,20.10142857,12.79214286,66.55,0.866234808,184.8,140,0.383561644,7.915492958,-2.792957746,1.777464789,10.7084507,67.94366197,0.233800432,23.9,71,0.194520548,72,211
61,泾阳县,1995,610423,17641,55248,3.13179525,1,excellent,365,365,0,26.95142857,13.54642857,20.10714286,13.405,64.56428571,0.962505784,267.5,140,0.383561644,8.98028169,-2.908450704,2.191549296,11.88873239,61.05633803,0.298826501,7.8,71,0.194520548,72,211
61,泾阳县,1996,610423,24236,106990,4.414507344,1,excellent,366,366,0,24.18928571,13.00642857,18.51928571,11.18285714,70.49285714,0.731408757,252.2,140,0.382513661,6.783098592,-3.843661972,0.707042254,10.62676056,63.61971831,0.252539623,10.9,71,0.193989071,72,211
61,泾阳县,1997,610423,20960,63327,3.021326336,1,excellent,365,365,0,27.04142857,14.345,20.59571429,12.69642857,64.98571429,1.02618475,135.6,140,0.383561644,7.825352113,-2.357746479,2.032394366,10.18309859,70.53521127,0.217910255,25.7,71,0.194520548,72,211
61,泾阳县,1998,610423,24155,118053,4.887311116,1,excellent,365,365,0,25.73142857,14.60428571,19.90357143,11.12714286,72.24285714,0.730192704,356.8,140,0.383561644,8.083098592,-1.694366197,2.709859155,9.777464789,63.38028169,0.285010178,21.7,71,0.194520548,72,211
61,泾阳县,1999,610423,24888,116975,4.700056252,1,excellent,365,365,0,25.21642857,14.42285714,19.51357143,10.79357143,72.80714286,0.658928979,324.9,140,0.383561644,10.94225352,-1.749295775,3.850704225,12.6915493,47.04225352,0.442085043,0,71,0.194520548,72,211
61,泾阳县,2000,610423,24295,109018,4.487260753,1,excellent,366,366,0,27.34642857,14.55571429,20.57142857,12.79071429,62.34285714,0.946887187,160,140,0.382513661,6.836619718,-2.466197183,1.726760563,9.302816901,62.28169014,0.27979222,12.8,71,0.193989071,72,211
61,泾阳县,2001,610423,23404,100379,4.288967698,1,excellent,365,365,0,27.72928571,14.05142857,20.615,13.67785714,61.02142857,1.036196703,158.1,140,0.383561644,8.590140845,-1.573239437,2.956338028,10.16338028,63.71830986,0.298258248,24.4,71,0.194520548,72,211
61,泾阳县,2002,610423,23611,99450,4.212019821,1,excellent,365,365,0,27.305,14.67571429,20.705,12.62928571,66.33571429,0.908542307,175.9,140,0.383561644,10.92957746,-0.638028169,4.645070423,11.56760563,64.70422535,0.308489555,15.7,71,0.194520548,72,211
61,泾阳县,2003,610423,22964,94015,4.094016722,1,excellent,365,365,0,25.97714286,14.36357143,19.92857143,11.61357143,69.52142857,0.811332162,277.2,140,0.383561644,8.004225352,-2.047887324,2.345070423,10.05211268,72.67605634,0.209984771,25.7,71,0.194520548,72,211
61,泾阳县,2004,610423,25006,111152,4.445013197,1,excellent,366,366,0,27.43357143,14.11785714,20.52928571,13.31571429,64.62142857,0.958885316,148.5,140,0.382513661,9.987323944,-1.391549296,3.515492958,11.37887324,56.69014085,0.359168544,25.7,71,0.193989071,72,211
61,泾阳县,2005,610423,26474,120721,4.55998338,1,excellent,365,365,0,27.46642857,14.78714286,20.97,12.67928571,66.41428571,0.900315097,191.5,140,0.383561644,6.667605634,-3.616901408,0.867605634,10.28450704,65.66197183,0.231724719,14.3,71,0.194520548,72,211
61,泾阳县,2006,610423,26878,127778,4.753999554,1,excellent,365,365,0,27.95714286,15.08178571,21.23107143,12.87535714,62.88214286,0.990104052,193.25,140,0.383561644,7.791549296,-1.09084507,2.734507042,8.882394366,73.38028169,0.214141231,34.35,71,0.194520548,72,211
61,泾阳县,2007,610423,25064,131379,5.241741143,1,excellent,365,365,0,26.86178571,15.18178571,20.66392857,11.68,62.16785714,0.994413023,335.65,140,0.383561644,9.858450704,-1.248591549,3.545070423,11.10704225,59.91549296,0.315476183,33.8,71,0.194520548,72,211
61,泾阳县,2008,610423,25629,134213,5.236763042,1,excellent,366,366,0,27.09857143,14.69678571,20.51107143,12.40178571,64.35357143,0.924471488,191.6,140,0.382513661,5.678169014,-3.515492958,0.416901408,9.193661972,68.68309859,0.234023396,30.45,71,0.193989071,72,211
61,泾阳县,2009,610423,25738.4,137989,5.361211264,1,excellent,365,365,0,27.25892857,15.435,20.93571429,11.82392857,63.36785714,1.005856436,303.4,140,0.383561644,8.623239437,-1.267605634,2.864084507,9.89084507,63.73239437,0.272208036,25.55,71,0.194520548,72,211
61,泾阳县,2010,610423,25873,140424,5.427434005,1,excellent,365,365,0,26.06357143,15.07571429,20.12571429,10.98785714,65.40714286,0.885480737,199.5,140,0.383561644,8.323239437,-1.945774648,2.338732394,10.26901408,59.21830986,0.302662054,18.35,71,0.194520548,72,211
61,泾阳县,2011,610423,25122.06667,125488,4.995130443,1,excellent,365,365,0,26.91892857,14.77142857,20.40964286,12.1475,58.30714286,1.082023395,168.9,140,0.383561644,6.843661972,-3.137323944,1.146478873,9.980985915,55.47887324,0.312563278,14.3,71,0.194520548,72,211
61,泾阳县,2012,610423,22839.2139,119905,5.249961777,1,excellent,366,366,0,27.3325,15.61178571,21.00571429,11.72071429,61.33214286,1.038933236,148.9,140,0.382513661,5.793661972,-2.693661972,0.888732394,8.487323944,63.57746479,0.243560418,12.35,71,0.193989071,72,211
61,泾阳县,2013,610423,22188.2886,110977,5.001602512,1,excellent,365,365,0,27.56321429,16.07,21.35535714,11.49321429,59.17142857,1.083280865,271.65,140,0.383561644,10.31549296,-1.123239437,3.644366197,11.43873239,51.88732394,0.421664118,10.6,71,0.194520548,72,211
61,泾阳县,2014,610423,22161.6086,111639,5.037495338,1,excellent,365,365,0,27.64357143,15.84785714,21.34285714,11.79571429,58.83571429,1.148707572,222.35,140,0.383561644,8.062676056,-1.521830986,2.514084507,9.584507042,58.99295775,0.310352213,18.75,71,0.194520548,72,211
61,泾阳县,2015,610423,22161.6086,111639,5.037495338,1,excellent,365,365,0,26.69785714,15.58928571,20.68892857,11.10857143,65.00714286,0.950869365,266.25,140,0.383561644,9.721126761,-0.959859155,3.526760563,10.68098592,55.09859155,0.376364719,8.95,71,0.194520548,72,211
61,泾阳县,2016,610423,21953,109325,4.979957181,1,excellent,366,366,0,27.4575,16.12892857,21.34964286,11.32857143,57.91428571,1.144768873,196.25,140,0.382513661,8.773239437,-2.044366197,2.517605634,10.81760563,49.51408451,0.400994107,7,71,0.193989071,72,211
61,泾阳县,2017,610423,15134,72869,4.814920048,1,excellent,365,365,0,27.72,15.60428571,21.24821429,12.11571429,59.625,1.183935919,247.95,140,0.383561644,9.926056338,-0.533802817,3.905633803,10.45985915,55.04225352,0.382300057,33.85,71,0.194520548,72,211
61,泾阳县,2018,610423,15036,76882,5.113194999,1,excellent,365,365,0,28.18785714,16.65714286,21.84964286,11.53071429,62.63571429,1.058718804,244.75,140,0.383561644,8.226760563,-2.005633803,2.270422535,10.23239437,61.9084507,0.301966406,46.4,71,0.194520548,72,211
61,泾阳县,2019,610423,15005,80527,5.366677774,1,excellent,365,365,0,27.55071429,15.77178571,21.19642857,11.77892857,57.13214286,1.138112519,218.35,140,0.383561644,8.177464789,-1.352112676,2.675352113,9.529577465,57.87323944,0.335498995,15.15,71,0.194520548,72,211
61,泾阳县,2020,610423,15097,84392,5.589984765,1,excellent,366,366,0,27.3810119,15.14857143,20.64054113,12.23244048,61.47,0.98867241,301.1590909,140,0.382513661,10.42664319,0.113497653,4.362302603,10.31314554,66.41267606,0.302262559,18,71,0.193989071,72,211
61,泾阳县,2021,610423,16018,93422,5.832313647,1,excellent,365,365,0,27.21666667,15.71452381,20.82310065,11.50214286,64.89,0.942890784,219.7136364,140,0.383561644,12.18287452,-0.574359795,4.69874093,12.75723431,54.66521739,0.399403785,38.3,71,0.194520548,72,211
61,泾阳县,2022,610423,16084,91753,5.70461328,1,excellent,365,365,0,28.41714286,15.59,21.47315476,12.82714286,62.18571429,1.071333398,245.5083333,140,0.383561644,9.974903969,-0.506252668,3.816357234,10.48115664,63.66901408,0.332250607,26.75,71,0.194520548,72,211
61,乾县,1980,610424,18266.758,55310,3.027904569,1,excellent,366,366,0,23.48428571,12.32285714,17.85214286,11.16142857,66.45,0.753038886,287.6,140,0.382513661,5.885915493,-3.569014085,0.43943662,9.454929577,53.45070423,0.300299687,10,71,0.193989071,72,211
61,乾县,1981,610424,16733.417,29525,1.764433409,1,excellent,365,365,0,25.36642857,14.04571429,19.61642857,11.32071429,62.68571429,0.961498622,238.6,140,0.383561644,6.512676056,-2.735211268,1.316901408,9.247887324,56.11267606,0.317138232,13.2,71,0.194520548,72,211
61,乾县,1982,610424,15400.077,57395,3.726929417,1,excellent,365,365,0,24.65928571,12.69785714,18.51285714,11.96142857,64.30714286,0.909436453,200.6,140,0.383561644,7.164788732,-1.449295775,2.070422535,8.614084507,66.47887324,0.252513105,13.7,71,0.194520548,72,211
61,乾县,1983,610424,15133.409,62150,4.10680766,1,excellent,365,365,0,23.03214286,12.64642857,17.65785714,10.38571429,71.88571429,0.607223602,349.4,140,0.383561644,6.895774648,-4.243661972,0.492957746,11.13943662,51.16901408,0.323027958,3.9,71,0.194520548,72,211
61,乾县,1984,610424,13873.4027,54345,3.917207709,1,excellent,366,366,0,22.64928571,12.99,17.69,9.659285714,73.50714286,0.55988016,321.2,140,0.382513661,4.809859155,-3.894366197,-0.130985915,8.704225352,52.3943662,0.304596242,4.4,71,0.193989071,72,211
61,乾县,1985,610424,13933.403,42080,3.020080593,1,excellent,365,365,0,23.95642857,13.07928571,18.41357143,10.87714286,68.03571429,0.784118599,198,140,0.383561644,5.054929577,-3.538028169,0.056338028,8.592957746,68.74647887,0.200504687,17.3,71,0.194520548,72,211
61,乾县,1986,610424,17200.086,58148,3.380680771,1,excellent,365,365,0,24.05642857,13.51714286,18.58142857,10.53928571,68.59285714,0.770218505,214.6,140,0.383561644,7.409859155,-3.005633803,1.236619718,10.41549296,46.25352113,0.36822024,6,71,0.194520548,72,211
61,乾县,1987,610424,17966.7565,66628,3.708404464,1,excellent,365,365,0,22.82357143,12.74571429,17.55428571,10.07785714,72.29285714,0.636659506,369.8,140,0.383561644,8.611267606,-1.911267606,2.26056338,10.52253521,57.8028169,0.314783164,22.8,71,0.194520548,72,211
61,乾县,1988,610424,14200.071,53943,3.798783823,1,excellent,366,366,0,23.27785714,13.485,18.33571429,9.792857143,69.80714286,0.753541929,347.9,140,0.382513661,5.561971831,-3.409859155,0.535211268,8.971830986,50.8028169,0.32186777,18.9,71,0.193989071,72,211
61,乾县,1989,610424,19120.0956,69979,3.65997124,1,excellent,365,365,0,23.48714286,13.30642857,18.17571429,10.18071429,69.22857143,0.732376322,172.6,140,0.383561644,3.609859155,-3.108450704,-0.130985915,6.718309859,73.47887324,0.168209589,52,71,0.194520548,72,211
61,乾县,1990,610424,20420.1021,79025,3.869961062,1,excellent,365,365,0,24.01071429,12.47142857,18.16285714,11.53928571,69.96428571,0.726487209,320.2,140,0.383561644,5.429577465,-2.946478873,0.492957746,8.376056338,72.91549296,0.175690438,21.1,71,0.194520548,72,211
61,乾县,1991,610424,21940.1097,100510,4.58110745,1,excellent,365,365,0,24.13571429,12.975,18.44285714,11.16071429,69.28571429,0.799366865,323.8,140,0.383561644,7.074647887,-2.612676056,1.542253521,9.687323944,67.53521127,0.224167503,58.7,71,0.194520548,72,211
61,乾县,1992,610424,22130,100898,4.559331225,1,excellent,366,366,0,24.26928571,13.22285714,18.62571429,11.04642857,65.07142857,0.886312763,204.5,140,0.382513661,7.463380282,-3.374647887,1.023943662,10.83802817,56.77464789,0.302100691,17.4,71,0.193989071,72,211
61,乾县,1993,610424,21920.1096,99297,4.529949978,1,excellent,365,365,0,22.93071429,12.47071429,17.57214286,10.46,72.85714286,0.66101548,294.3,140,0.383561644,6.453521127,-2.805633803,1.01971831,9.25915493,63.76056338,0.259061435,20.9,71,0.194520548,72,211
61,乾县,1994,610424,22431,71327,3.179840399,1,excellent,365,365,0,25.87785714,13.81571429,19.89857143,12.06214286,60.25714286,1.01509858,191,140,0.383561644,7.101408451,-2.638028169,1.442253521,9.73943662,58.74647887,0.290508673,24.6,71,0.194520548,72,211
61,乾县,1995,610424,12290,48312,3.931000814,1,excellent,365,365,0,26.33,13.38357143,19.97142857,12.94642857,54.45,1.210600711,208,140,0.383561644,8.202816901,-3.076056338,1.761971831,11.27887324,52.91549296,0.342860807,5.6,71,0.194520548,72,211
61,乾县,1996,610424,18654,103530,5.550016082,1,excellent,366,366,0,23.33428571,12.84857143,18.07714286,10.48571429,65.07857143,0.843774999,250.1,140,0.382513661,5.933802817,-3.5,0.388732394,9.433802817,56.56338028,0.296064625,17.6,71,0.193989071,72,211
61,乾县,1997,610424,16950,26738,1.577463127,1,excellent,365,365,0,26.11928571,13.84642857,19.94285714,12.27285714,62.78571429,1.050180078,121.4,140,0.383561644,7.292957746,-2.398591549,1.604225352,9.691549296,64.49295775,0.251186475,22.2,71,0.194520548,72,211
61,乾县,1998,610424,20073,103880,5.175110845,1,excellent,365,365,0,24.83428571,14.24428571,19.28428571,10.59,69.25,0.775315705,327.6,140,0.383561644,7.390140845,-1.96056338,1.918309859,9.350704225,60.6056338,0.293096859,28.2,71,0.194520548,72,211
61,乾县,1999,610424,23446,117464,5.00998038,1,excellent,365,365,0,24.19928571,13.56928571,18.75928571,10.63,70.16428571,0.700756203,321.7,140,0.383561644,10.02816901,-2,3.222535211,12.02816901,43.45070423,0.450700956,0,71,0.194520548,72,211
61,乾县,2000,610424,22962,114351,4.980010452,1,excellent,366,366,0,26.41714286,13.86928571,19.98642857,12.54785714,57.65714286,1.035666434,161.1,140,0.382513661,6.326760563,-3.164788732,0.883098592,9.491549296,60.74647887,0.274060514,13.5,71,0.193989071,72,211
61,乾县,2001,610424,22927,113489,4.950015266,1,excellent,365,365,0,26.61071429,13.82142857,19.955,12.78928571,56.78571429,1.107343218,160.6,140,0.383561644,7.843661972,-1.953521127,2.246478873,9.797183099,59.16901408,0.319160462,29.2,71,0.194520548,72,211
61,乾县,2002,610424,23013,112534,4.890018685,1,excellent,365,365,0,26.195,14.48642857,19.98785714,11.70857143,61.85,0.999165446,210.2,140,0.383561644,10.44647887,-0.553521127,4.150704225,11,59.33802817,0.344018606,14.9,71,0.194520548,72,211
61,乾县,2003,610424,21960,107055,4.875,1,excellent,365,365,0,25.22857143,13.56,19.34214286,11.66857143,65.11428571,0.915762507,235.6,140,0.383561644,7.594366197,-1.977464789,1.916901408,9.571830986,67.09859155,0.247913078,21,71,0.194520548,72,211
61,乾县,2004,610424,22293,107675,4.829991477,1,excellent,366,366,0,26.58285714,13.76571429,19.97142857,12.81714286,60.15,1.068487979,153.2,140,0.382513661,9.463380282,-2.574647887,2.873239437,12.03802817,50.63380282,0.393645325,10.6,71,0.193989071,72,211
61,乾县,2005,610424,22167,95761,4.319980151,1,excellent,365,365,0,26.31571429,14.61071429,20.38785714,11.705,61.62857143,1.00316643,192.3,140,0.383561644,5.94084507,-3.484507042,0.415492958,9.425352113,62.5915493,0.249857842,11.3,71,0.194520548,72,211
61,乾县,2006,610424,22400,116256,5.19,1,excellent,365,365,0,26.63142857,14.56642857,20.44642857,12.065,60.51428571,0.999876944,252.9,140,0.383561644,7.273239437,-1.522535211,2.230985915,8.795774648,69.02816901,0.237309097,33.8,71,0.194520548,72,211
61,乾县,2007,610424,20858,114034,5.467158884,1,excellent,365,365,0,25.89928571,14.12428571,19.97357143,11.775,60.81428571,0.991762792,388.8,140,0.383561644,9.045070423,-1.197183099,2.988732394,10.24225352,59.74647887,0.305765204,29.8,71,0.194520548,72,211
61,乾县,2008,610424,21287,110224,5.17799596,1,excellent,366,366,0,25.97142857,13.93714286,19.455,12.03428571,62.40714286,0.894643946,261.7,140,0.382513661,4.905633803,-3.85942029,-0.201408451,8.637681159,62.26760563,0.258153222,35.1,71,0.193989071,72,211
61,乾县,2009,610424,21244.53,114039,5.367922943,1,excellent,365,365,0,26.23428571,14.72357143,20.13928571,11.51071429,62.78571429,0.97704715,246.7,140,0.383561644,7.973239437,-1.474647887,2.512676056,9.447887324,59.92957746,0.294455273,23.9,71,0.194520548,72,211
61,乾县,2010,610424,21307.27,117616,5.51999388,1,excellent,365,365,0,24.88642857,14.17,19.14,10.71642857,65.44285714,0.836951808,210.7,140,0.383561644,7.842253521,-2.228169014,1.725352113,10.07042254,60.56338028,0.285116163,27.3,71,0.194520548,72,211
61,乾县,2011,610424,22627.2,119022,5.260129402,1,excellent,365,365,0,25.75642857,14.14642857,19.54428571,11.61,55.11428571,1.108307379,253.6,140,0.383561644,6.209859155,-3.353521127,0.64084507,9.563380282,52.04225352,0.327211201,14.4,71,0.194520548,72,211
61,乾县,2012,610424,18989.49,100151,5.27402263,1,excellent,366,366,0,26.185,14.92714286,20.10642857,11.25785714,59.02142857,1.03954661,193.7,140,0.382513661,4.504225352,-3.221126761,-0.005633803,7.725352113,62.36619718,0.233936205,21.6,71,0.193989071,72,211
61,乾县,2013,610424,18111.9181,89642,4.949337751,1,excellent,365,365,0,26.69285714,15.61071429,20.80428571,11.08214286,62.54285714,0.957392842,269.2,140,0.383561644,9.892957746,-1.049295775,3.305633803,10.94225352,54.64788732,0.394747067,12.1,71,0.194520548,72,211
61,乾县,2014,610424,18252.5884,90852,4.977485823,1,excellent,365,365,0,26.63357143,14.97214286,20.46785714,11.66142857,62.43571429,1.016052372,189.8,140,0.383561644,7.447887324,-1.861971831,2.064788732,9.309859155,63.47887324,0.270997706,28.2,71,0.194520548,72,211
61,乾县,2015,610424,18252.5884,90852,4.977485823,1,excellent,365,365,0,25.52571429,14.30142857,19.61642857,11.22428571,68.81428571,0.805610428,300.4,140,0.383561644,8.991549296,-1.847887324,2.714084507,10.83943662,59.26760563,0.326680524,11.8,71,0.194520548,72,211
61,乾县,2016,610424,18055,88831,4.920022155,1,excellent,366,366,0,26.75857143,14.74357143,20.33785714,12.015,61.75,0.982070402,223.6,140,0.382513661,8.428571429,-3.422857143,1.683098592,11.85142857,52.14084507,0.366366627,4,71,0.193989071,72,211
61,乾县,2017,610424,17962,86755,4.829918717,1,excellent,365,365,0,26.99785714,14.45357143,20.53857143,12.54428571,60.85714286,1.109447133,210.8,140,0.383561644,9.471830986,-1.45915493,3.292957746,10.93098592,56.49295775,0.354860594,36.6,71,0.194520548,72,211
61,乾县,2018,610424,16603,85174,5.13003674,1,excellent,365,365,0,27.33285714,15.50642857,20.78848921,11.82642857,62.75539568,0.971236347,275,140,0.383561644,7.604225352,-3.067605634,1.616901408,10.67183099,58.95774648,0.300780645,51.2,71,0.194520548,72,211
61,乾县,2019,610424,16569,89970,5.430019917,1,excellent,365,365,0,26.56,14.66357143,20.235,11.89642857,59.42142857,1.005291898,270.5,140,0.383561644,7.326760563,-2.494366197,1.856338028,9.821126761,61.5915493,0.288684053,19.9,71,0.194520548,72,211
61,乾县,2020,610424,16710,93741,5.609874327,1,excellent,366,366,0,26.12625,14.14254464,19.46054762,11.98370536,61.06414286,0.921498366,389.5903571,140,0.382513661,9.559049296,-0.589242958,3.439534708,10.14829225,63.92429577,0.302989513,27.3,71,0.193989071,72,211
61,乾县,2021,610424,16820,98339,5.846551724,1,excellent,365,365,0,26.13459821,14.74424107,19.79667262,11.39035714,66.28785714,0.864458372,299.7708333,140,0.383561644,11.33590962,-0.776948357,4.147793427,12.11285798,50.04239437,0.420219007,34.5,71,0.194520548,72,211
61,乾县,2022,610424,16870,95774,5.677178423,1,excellent,365,365,0,27.34736607,14.80209821,20.52442262,12.54526786,62.05757143,1.0221908,276.2104167,140,0.383561644,8.626760563,-1.066637324,2.868010563,9.693397887,62.77471831,0.317842125,29.75,71,0.194520548,72,211
61,礼泉县,1980,610425,16133.414,42915,2.660007361,1,excellent,366,366,0,23.84285714,12.71857143,17.89357143,11.12428571,68.87142857,0.695767094,278,140,0.382513661,6.149295775,-3.436619718,0.592957746,9.585915493,61.14084507,0.253943111,10.3,71,0.193989071,72,211
61,礼泉县,1981,610425,14733.407,19365,1.314359944,1,excellent,365,365,0,26.09142857,14.38142857,19.82571429,11.71,64.22142857,0.920698942,232,140,0.383561644,6.963380282,-2.887323944,1.371830986,9.850704225,57.23943662,0.313195531,7.7,71,0.194520548,72,211
61,礼泉县,1982,610425,15533.411,67040,4.315858249,1,excellent,365,365,0,24.75642857,12.86571429,18.58928571,11.89071429,66.65714286,0.827726627,176.6,140,0.383561644,7.446478873,-1.697183099,2.153521127,9.143661972,67.6056338,0.243411811,10.7,71,0.194520548,72,211
61,礼泉县,1983,610425,17333.42,77300,4.459593087,1,excellent,365,365,0,23.36214286,12.69642857,17.81285714,10.66571429,74.02857143,0.55353989,396.1,140,0.383561644,7.198591549,-4.497183099,0.577464789,11.69577465,55.1971831,0.300372776,4,71,0.194520548,72,211
61,礼泉县,1984,610425,17520.0876,75205,4.292501369,1,excellent,366,366,0,23.25428571,13.06714286,17.87,10.18714286,75.02857143,0.535012602,314.4,140,0.382513661,5.3,-4.269014085,-0.178873239,9.569014085,53.52112676,0.295472245,3.3,71,0.193989071,72,211
61,礼泉县,1985,610425,17733.422,58629,3.306130086,1,excellent,365,365,0,24.23,13.17571429,18.55,11.05428571,71.82857143,0.681758121,200.9,140,0.383561644,5.402816901,-3.594366197,0.133802817,8.997183099,71.36619718,0.182743644,15.3,71,0.194520548,72,211
61,礼泉县,1986,610425,2800.014,7259,2.592487038,1,excellent,365,365,0,24.375,13.12357143,18.61857143,11.25142857,71.84285714,0.681117114,196.9,140,0.383561644,7.733802817,-4.173239437,0.96056338,11.90704225,57.08450704,0.287052241,8.7,71,0.194520548,72,211
61,礼泉县,1987,610425,23440.1172,78883,3.365298873,1,excellent,365,365,0,23.32214286,12.69785714,17.80285714,10.62428571,75.44285714,0.569424575,279.9,140,0.383561644,8.943661972,-2.65915493,2.309859155,11.6028169,63.91549296,0.268734988,22.8,71,0.194520548,72,211
61,礼泉县,1988,610425,10600.053,34954,3.297530682,1,excellent,366,366,0,23.845,13.16785714,18.44928571,10.67714286,72.57857143,0.700903242,343.2,140,0.382513661,5.957746479,-3.55915493,0.453521127,9.516901408,58.69014085,0.26708153,18.1,71,0.193989071,72,211
61,礼泉县,1989,610425,20613.4364,73621,3.571505428,1,excellent,365,365,0,24.11071429,13.23357143,18.43642857,10.87714286,71.58571429,0.668249166,167.8,140,0.383561644,4.091549296,-2.773239437,0.21971831,6.864788732,78.64788732,0.13982177,54.8,71,0.194520548,72,211
61,礼泉县,1990,610425,21513.4409,76964,3.577484437,1,excellent,365,365,0,24.29857143,12.75714286,18.34928571,11.54142857,72.36428571,0.637852896,315.4,140,0.383561644,5.632394366,-2.552112676,0.847887324,8.184507042,76.5915493,0.157827212,28.2,71,0.194520548,72,211
61,礼泉县,1991,610425,21073.4387,76984,3.653129472,1,excellent,365,365,0,24.55928571,13.115,18.445,11.44428571,75.29285714,0.614224366,274.4,140,0.383561644,7.322535211,-2.090140845,1.977464789,9.412676056,71.23943662,0.206482349,47.1,71,0.194520548,72,211
61,礼泉县,1992,610425,19030,64494,3.38906989,1,excellent,366,366,0,24.22428571,12.91214286,18.23142857,11.31214286,72.58571429,0.656953445,241.7,140,0.382513661,7.523943662,-3.953521127,0.873239437,11.47746479,65.02816901,0.244207287,19.1,71,0.193989071,72,211
61,礼泉县,1993,610425,18100.0905,63398,3.502634421,1,excellent,365,365,0,23.15642857,12.71928571,17.52285714,10.43714286,77.86428571,0.516808963,314.7,140,0.383561644,6.777464789,-2.457746479,1.252112676,9.235211268,68.21126761,0.234504843,20.8,71,0.194520548,72,211
61,礼泉县,1994,610425,17600,46307,2.631079545,1,excellent,365,365,0,26.02642857,13.40857143,19.42642857,12.61785714,67.81428571,0.781194416,180.9,140,0.383561644,7.23943662,-2.754929577,1.374647887,9.994366197,64.64788732,0.250102512,22.1,71,0.194520548,72,211
61,礼泉县,1995,610425,7240,19548,2.7,1,excellent,365,365,0,26.48142857,12.96642857,19.60357143,13.515,64.27857143,0.901143145,162.4,140,0.383561644,8.397183099,-3.005633803,1.929577465,11.4028169,58.01408451,0.31163986,8.7,71,0.194520548,72,211
61,礼泉县,1996,610425,18000,66393,3.6885,1,excellent,366,366,0,23.67642857,12.56714286,17.91357143,11.10928571,71.31428571,0.652252252,239.6,140,0.382513661,6.26056338,-3.74084507,0.470422535,10.00140845,61.21126761,0.264632494,14.5,71,0.193989071,72,211
61,礼泉县,1997,610425,807,2096,2.597273854,1,excellent,365,365,0,26.21714286,13.57142857,19.81571429,12.64571429,67.79285714,0.85606,126.7,140,0.383561644,7.692957746,-2.961971831,1.653521127,10.65492958,66.1971831,0.243884643,26.1,71,0.194520548,72,211
61,礼泉县,1998,610425,11238,57296,5.098416088,1,excellent,365,365,0,25.03214286,14.09357143,19.23,10.93857143,74.94285714,0.602196675,361.5,140,0.383561644,7.753521127,-2.084507042,2.130985915,9.838028169,62.36619718,0.286832946,25.9,71,0.194520548,72,211
61,礼泉县,1999,610425,16000,77832,4.8645,1,excellent,365,365,0,24.56142857,13.84928571,18.84357143,10.71214286,74.32142857,0.581190109,362.8,140,0.383561644,10.54788732,-2.298591549,3.330985915,12.84647887,45.69014085,0.44394728,0,71,0.194520548,72,211
61,礼泉县,2000,610425,14200,64299,4.528098592,1,excellent,366,366,0,26.50642857,13.71857143,19.91142857,12.78785714,67.31428571,0.773215152,165,140,0.382513661,6.766197183,-3.052112676,1.163380282,9.818309859,63.64788732,0.257251638,13.3,71,0.193989071,72,211
61,礼泉县,2001,610425,14699,57105,3.88495816,1,excellent,365,365,0,26.95571429,13.105,19.755,13.85071429,67.45,0.800100957,203.6,140,0.383561644,8.425352113,-2.163380282,2.423943662,10.58873239,61.57746479,0.309545531,31,71,0.194520548,72,211
61,礼泉县,2002,610425,14690,55330,3.766507828,1,excellent,365,365,0,26.71071429,13.73285714,19.90785714,12.97785714,70.15,0.74377335,170.5,140,0.383561644,11.08732394,-1.043661972,3.936619718,12.13098592,61.73239437,0.322324741,14,71,0.194520548,72,211
61,礼泉县,2003,610425,13333,50225,3.766969174,1,excellent,365,365,0,25.64214286,13.28428571,19.16071429,12.35785714,73.21428571,0.665474394,261.8,140,0.383561644,7.914084507,-2.566197183,1.807042254,10.48028169,69.88732394,0.2256243,25.5,71,0.194520548,72,211
